# MOCK DATA — NOT FROM MTA. For hackathon training only.
log_id,timestamp,line,station,severity,event_type,message,operator_id
L-001316,2026-05-18T21:54:44+00:00,L3,Junction,ERROR,interlock.fault,Interlock fault at Junction on L3: relay R-144 failed self-test.,OP-820
L-001317,2026-05-18T10:13:09+00:00,L2,Meridian,WARN,doors.held,Doors held open on train 2707 at Meridian for 60s (threshold 45s).,OP-585
L-001318,2026-05-18T16:26:52+00:00,L2,Falcon,INFO,train.departure,Train 2987 departed Falcon on L2 at speed 15 km/h.,OP-307
L-001319,2026-05-18T10:57:41+00:00,L3,Rampart,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Rampart and Meridian, limit 40 km/h.",OP-588
L-001320,2026-05-18T14:16:00+00:00,L2,Crescent,INFO,signal.green,Signal SG-89 at Crescent cleared to GREEN for L2.,OP-292
L-001321,2026-05-18T15:00:30+00:00,L2,Eastgate,ERROR,interlock.fault,Interlock fault at Eastgate on L2: relay R-158 failed self-test.,OP-683
L-001322,2026-05-18T12:26:46+00:00,L2,Summit,INFO,train.dwell,Train 2192 dwelled 120s at Summit (L2).,OP-595
L-001323,2026-05-18T11:21:00+00:00,L2,Meridian,INFO,signal.green,Signal SG-79 at Meridian cleared to GREEN for L2.,OP-704
L-001324,2026-05-18T09:31:00+00:00,L2,Tideway,INFO,signal.green,Signal SG-34 at Tideway cleared to GREEN for L2.,OP-224
L-001325,2026-05-19T02:27:05+00:00,L1,Harbor,INFO,signal.green,Signal SG-36 at Harbor cleared to GREEN for L1.,OP-797
L-001326,2026-05-18T16:53:30+00:00,L2,Meridian,ERROR,trackcircuit.shunt,Track circuit TC-283 on L2 reporting persistent shunt near Meridian.,OP-317
L-001327,2026-05-18T14:19:16+00:00,L2,Eastgate,INFO,train.departure,Train 2679 departed Eastgate on L2 at speed 80 km/h.,OP-597
L-001328,2026-05-18T12:29:04+00:00,L3,Beacon,INFO,train.dwell,Train 1803 dwelled 30s at Beacon (L3).,OP-629
L-001329,2026-05-18T15:04:30+00:00,L3,Dune,INFO,train.dwell,Train 1892 dwelled 30s at Dune (L3).,OP-729
L-001330,2026-05-18T15:27:10+00:00,L1,Pioneer,INFO,train.departure,Train 1288 departed Pioneer on L1 at speed 60 km/h.,OP-818
L-001331,2026-05-18T11:45:51+00:00,L1,Eastgate,INFO,signal.green,Signal SG-45 at Eastgate cleared to GREEN for L1.,OP-117
L-001332,2026-05-18T09:33:00+00:00,L2,Iris,ERROR,interlock.fault,Interlock fault at Iris on L2: relay R-185 failed self-test.,OP-555
L-001333,2026-05-18T22:08:37+00:00,L2,Meridian,INFO,train.departure,Train 1971 departed Meridian on L2 at speed 15 km/h.,OP-762
L-001334,2026-05-18T13:15:50+00:00,L3,Quarry,INFO,train.dwell,Train 1952 dwelled 180s at Quarry (L3).,OP-761
L-001335,2026-05-18T12:09:30+00:00,L2,Dune,INFO,train.departure,Train 2191 departed Dune on L2 at speed 40 km/h.,OP-270
L-001336,2026-05-18T09:56:16+00:00,L2,Quarry,ERROR,axle.counter,"Axle counter AC-51 on L2 discrepancy at Quarry: counted 4, expected 4.",OP-250
L-001337,2026-05-18T11:03:23+00:00,L2,Summit,WARN,comms.jitter,Comms jitter to wayside controller WC-18 on L2: 96ms (>120ms).,OP-770
L-001338,2026-05-18T16:38:12+00:00,L1,Summit,INFO,train.dwell,Train 2379 dwelled 45s at Summit (L1).,OP-143
L-001339,2026-05-18T11:48:39+00:00,L2,Dune,INFO,train.dwell,Train 2793 dwelled 60s at Dune (L2).,OP-234
L-001340,2026-05-18T22:14:20+00:00,L2,Pioneer,INFO,signal.green,Signal SG-77 at Pioneer cleared to GREEN for L2.,OP-577
L-001341,2026-05-18T10:19:57+00:00,L2,Granite,INFO,train.departure,Train 2161 departed Granite on L2 at speed 40 km/h.,OP-207
L-001342,2026-05-18T09:35:30+00:00,L3,Lantern,INFO,train.departure,Train 2576 departed Lantern on L3 at speed 80 km/h.,OP-496
L-001343,2026-05-18T11:50:03+00:00,L2,Lantern,INFO,signal.green,Signal SG-42 at Lantern cleared to GREEN for L2.,OP-867
L-001344,2026-05-18T18:11:12+00:00,L3,Atlas,INFO,train.departure,Train 2615 departed Atlas on L3 at speed 60 km/h.,OP-859
L-001345,2026-05-18T22:18:25+00:00,L1,Beacon,INFO,train.departure,Train 2408 departed Beacon on L1 at speed 60 km/h.,OP-546
L-001346,2026-05-18T13:20:50+00:00,L1,Beacon,INFO,train.dwell,Train 1629 dwelled 60s at Beacon (L1).,OP-634
L-001347,2026-05-19T08:03:45+00:00,L1,Quarry,WARN,comms.jitter,Comms jitter to wayside controller WC-28 on L1: 171ms (>120ms).,OP-127
L-001348,2026-05-18T15:36:28+00:00,L3,Eastgate,ERROR,trackcircuit.shunt,Track circuit TC-168 on L3 reporting persistent shunt near Eastgate.,OP-558
L-001349,2026-05-18T10:21:09+00:00,L2,Orchard,INFO,train.departure,Train 2838 departed Orchard on L2 at speed 25 km/h.,OP-132
L-001350,2026-05-18T18:15:00+00:00,L1,Summit,INFO,signal.green,Signal SG-16 at Summit cleared to GREEN for L1.,OP-390
L-001351,2026-05-18T16:23:03+00:00,L1,Northpoint,INFO,train.dwell,Train 2489 dwelled 90s at Northpoint (L1).,OP-781
L-001352,2026-05-18T11:30:40+00:00,L2,Northpoint,INFO,train.dwell,Train 1874 dwelled 180s at Northpoint (L2).,OP-332
L-001353,2026-05-18T10:23:21+00:00,L3,Summit,INFO,signal.green,Signal SG-54 at Summit cleared to GREEN for L3.,OP-673
L-001354,2026-05-19T04:26:50+00:00,L1,Eastgate,ERROR,axle.counter,"Axle counter AC-76 on L1 discrepancy at Eastgate: counted 6, expected 4.",OP-847
L-001355,2026-05-18T19:48:30+00:00,L1,Atlas,INFO,train.dwell,Train 2886 dwelled 60s at Atlas (L1).,OP-236
L-001356,2026-05-18T10:24:12+00:00,L3,Northpoint,INFO,signal.green,Signal SG-80 at Northpoint cleared to GREEN for L3.,OP-974
L-001357,2026-05-18T10:01:52+00:00,L1,Quarry,INFO,train.dwell,Train 1320 dwelled 90s at Quarry (L1).,OP-395
L-001358,2026-05-18T10:24:46+00:00,L2,Keystone,INFO,signal.green,Signal SG-33 at Keystone cleared to GREEN for L2.,OP-477
L-001359,2026-05-18T15:19:30+00:00,L2,Junction,INFO,train.dwell,Train 2387 dwelled 120s at Junction (L2).,OP-251
L-001360,2026-05-18T20:37:20+00:00,L3,Summit,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Summit and Meridian, limit 60 km/h.",OP-690
L-001361,2026-05-18T09:40:15+00:00,L1,Iris,INFO,train.dwell,Train 2939 dwelled 180s at Iris (L1).,OP-151
L-001362,2026-05-18T18:22:36+00:00,L1,Harbor,INFO,train.dwell,Train 2793 dwelled 45s at Harbor (L1).,OP-529
L-001363,2026-05-18T11:57:03+00:00,L1,Rampart,INFO,train.departure,Train 2004 departed Rampart on L1 at speed 15 km/h.,OP-164
L-001364,2026-05-18T18:23:52+00:00,L1,Junction,INFO,train.dwell,Train 1478 dwelled 120s at Junction (L1).,OP-850
L-001365,2026-05-19T01:14:00+00:00,L1,Crescent,INFO,signal.green,Signal SG-94 at Crescent cleared to GREEN for L1.,OP-238
L-001366,2026-05-18T10:27:02+00:00,L1,Tideway,INFO,train.dwell,Train 2909 dwelled 60s at Tideway (L1).,OP-286
L-001367,2026-05-18T10:50:06+00:00,L1,Keystone,ERROR,axle.counter,"Axle counter AC-77 on L1 discrepancy at Keystone: counted 3, expected 3.",OP-880
L-001368,2026-05-18T13:30:00+00:00,L1,Atlas,INFO,train.departure,Train 1361 departed Atlas on L1 at speed 15 km/h.,OP-145
L-001369,2026-05-18T21:06:45+00:00,L2,Falcon,INFO,signal.green,Signal SG-80 at Falcon cleared to GREEN for L2.,OP-502
L-001370,2026-05-18T16:56:20+00:00,L3,Tideway,INFO,train.dwell,Train 1199 dwelled 90s at Tideway (L3).,OP-175
L-001371,2026-05-18T15:48:21+00:00,L1,Rampart,INFO,signal.green,Signal SG-92 at Rampart cleared to GREEN for L1.,OP-521
L-001372,2026-05-18T12:23:04+00:00,L1,Quarry,INFO,train.dwell,Train 2063 dwelled 30s at Quarry (L1).,OP-872
L-001373,2026-05-18T10:29:01+00:00,L3,Dune,INFO,train.departure,Train 1877 departed Dune on L3 at speed 15 km/h.,OP-133
L-001374,2026-05-18T10:06:24+00:00,L1,Tideway,INFO,signal.green,Signal SG-10 at Tideway cleared to GREEN for L1.,OP-475
L-001375,2026-05-19T01:23:20+00:00,L1,Dune,INFO,signal.green,Signal SG-80 at Dune cleared to GREEN for L1.,OP-421
L-001376,2026-05-18T16:36:48+00:00,L3,Iris,ERROR,interlock.fault,Interlock fault at Iris on L3: relay R-157 failed self-test.,OP-759
L-001377,2026-05-18T14:42:36+00:00,L1,Lantern,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Lantern and Tideway, limit 25 km/h.",OP-986
L-001378,2026-05-18T11:16:22+00:00,L3,Granite,INFO,signal.green,Signal SG-97 at Granite cleared to GREEN for L3.,OP-537
L-001379,2026-05-18T10:53:42+00:00,L2,Harbor,WARN,doors.held,Doors held open on train 1708 at Harbor for 180s (threshold 45s).,OP-408
L-001380,2026-05-19T02:37:00+00:00,L3,Tideway,INFO,train.departure,Train 1456 departed Tideway on L3 at speed 40 km/h.,OP-628
L-001381,2026-05-18T12:49:23+00:00,L2,Quarry,INFO,train.departure,Train 1322 departed Quarry on L2 at speed 15 km/h.,OP-651
L-001382,2026-05-18T22:48:38+00:00,L3,Rampart,ERROR,axle.counter,"Axle counter AC-40 on L3 discrepancy at Rampart: counted 6, expected 6.",OP-766
L-001383,2026-05-19T05:21:18+00:00,L3,Atlas,INFO,train.dwell,Train 1932 dwelled 90s at Atlas (L3).,OP-797
L-001384,2026-05-19T04:13:12+00:00,L1,Granite,INFO,signal.green,Signal SG-41 at Granite cleared to GREEN for L1.,OP-339
L-001385,2026-05-18T13:37:05+00:00,L2,Crescent,INFO,train.dwell,Train 2119 dwelled 180s at Crescent (L2).,OP-708
L-001386,2026-05-18T11:18:54+00:00,L1,Beacon,INFO,train.dwell,Train 1546 dwelled 45s at Beacon (L1).,OP-228
L-001387,2026-05-18T14:01:02+00:00,L3,Rampart,INFO,train.departure,Train 1535 departed Rampart on L3 at speed 15 km/h.,OP-135
L-001388,2026-05-18T15:34:00+00:00,L3,Lantern,WARN,doors.held,Doors held open on train 2628 at Lantern for 45s (threshold 45s).,OP-299
L-001389,2026-05-18T12:52:27+00:00,L2,Beacon,WARN,doors.held,Doors held open on train 1247 at Beacon for 45s (threshold 45s).,OP-726
L-001390,2026-05-18T17:07:40+00:00,L3,Tideway,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Tideway and Northpoint, limit 25 km/h.",OP-509
L-001391,2026-05-18T14:25:57+00:00,L2,Tideway,INFO,signal.green,Signal SG-4 at Tideway cleared to GREEN for L2.,OP-219
L-001392,2026-05-18T12:07:12+00:00,L1,Tideway,INFO,train.departure,Train 2315 departed Tideway on L1 at speed 40 km/h.,OP-571
L-001393,2026-05-19T05:32:18+00:00,L2,Keystone,INFO,signal.green,Signal SG-67 at Keystone cleared to GREEN for L2.,OP-549
L-001394,2026-05-18T16:46:42+00:00,L3,Orchard,INFO,signal.green,Signal SG-14 at Orchard cleared to GREEN for L3.,OP-445
L-001395,2026-05-18T10:58:30+00:00,L1,Lantern,WARN,doors.held,Doors held open on train 2750 at Lantern for 180s (threshold 45s).,OP-586
L-001396,2026-05-18T12:55:08+00:00,L3,Beacon,INFO,train.departure,Train 2032 departed Beacon on L3 at speed 60 km/h.,OP-398
L-001397,2026-05-19T04:26:51+00:00,L2,Granite,INFO,train.departure,Train 1851 departed Granite on L2 at speed 80 km/h.,OP-181
L-001398,2026-05-18T15:15:42+00:00,L3,Tideway,CRITICAL,emergency.brake,Emergency brake applied on train 1890 approaching Tideway on L3. Trigger: wayside spurious signal.,OP-499
L-001399,2026-05-18T14:06:14+00:00,L2,Summit,INFO,signal.green,Signal SG-17 at Summit cleared to GREEN for L2.,OP-509
L-001400,2026-05-18T16:03:20+00:00,L3,Keystone,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Keystone and Granite, limit 40 km/h.",OP-837
L-001401,2026-05-18T10:13:36+00:00,L3,Summit,INFO,train.dwell,Train 1407 dwelled 60s at Summit (L3).,OP-424
L-001402,2026-05-18T18:47:56+00:00,L1,Rampart,INFO,signal.green,Signal SG-32 at Rampart cleared to GREEN for L1.,OP-668
L-001403,2026-05-18T16:28:16+00:00,L1,Quarry,INFO,train.departure,Train 2208 departed Quarry on L1 at speed 60 km/h.,OP-665
L-001404,2026-05-18T13:21:36+00:00,L1,Granite,WARN,doors.held,Doors held open on train 1600 at Granite for 60s (threshold 45s).,OP-460
L-001405,2026-05-18T11:01:30+00:00,L3,Beacon,INFO,signal.green,Signal SG-96 at Beacon cleared to GREEN for L3.,OP-413
L-001406,2026-05-18T10:38:22+00:00,L3,Beacon,WARN,comms.jitter,Comms jitter to wayside controller WC-21 on L3: 89ms (>120ms).,OP-450
L-001407,2026-05-18T10:15:12+00:00,L3,Eastgate,INFO,train.departure,Train 1639 departed Eastgate on L3 at speed 60 km/h.,OP-248
L-001408,2026-05-18T11:49:20+00:00,L2,Pioneer,INFO,signal.green,Signal SG-5 at Pioneer cleared to GREEN for L2.,OP-421
L-001409,2026-05-18T09:52:15+00:00,L2,Summit,INFO,train.dwell,Train 2764 dwelled 30s at Summit (L2).,OP-583
L-001410,2026-05-18T18:06:00+00:00,L3,Dune,INFO,train.departure,Train 2463 departed Dune on L3 at speed 60 km/h.,OP-887
L-001411,2026-05-18T13:24:24+00:00,L3,Dune,INFO,train.dwell,Train 2049 dwelled 180s at Dune (L3).,OP-917
L-001412,2026-05-18T14:11:52+00:00,L3,Quarry,INFO,train.departure,Train 2469 departed Quarry on L3 at speed 15 km/h.,OP-901
L-001413,2026-05-18T12:38:06+00:00,L3,Tideway,INFO,train.departure,Train 2023 departed Tideway on L3 at speed 40 km/h.,OP-549
L-001414,2026-05-18T10:40:38+00:00,L1,Beacon,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Beacon and Rampart, limit 25 km/h.",OP-259
L-001415,2026-05-18T22:04:50+00:00,L3,Beacon,INFO,train.departure,Train 2607 departed Beacon on L3 at speed 40 km/h.,OP-315
L-001416,2026-05-18T13:26:24+00:00,L2,Atlas,INFO,train.dwell,Train 2982 dwelled 180s at Atlas (L2).,OP-740
L-001417,2026-05-18T20:08:17+00:00,L1,Beacon,INFO,train.departure,Train 2420 departed Beacon on L1 at speed 15 km/h.,OP-773
L-001418,2026-05-18T15:25:22+00:00,L3,Granite,WARN,doors.held,Doors held open on train 1729 at Granite for 90s (threshold 45s).,OP-231
L-001419,2026-05-18T12:16:39+00:00,L1,Junction,INFO,signal.green,Signal SG-77 at Junction cleared to GREEN for L1.,OP-303
L-001420,2026-05-18T12:17:00+00:00,L1,Meridian,INFO,signal.green,Signal SG-40 at Meridian cleared to GREEN for L1.,OP-871
L-001421,2026-05-18T11:29:59+00:00,L2,Pioneer,INFO,train.departure,Train 1842 departed Pioneer on L2 at speed 40 km/h.,OP-490
L-001422,2026-05-18T17:02:06+00:00,L1,Summit,INFO,train.departure,Train 1447 departed Summit on L1 at speed 25 km/h.,OP-233
L-001423,2026-05-18T10:19:28+00:00,L3,Quarry,INFO,train.dwell,Train 2281 dwelled 90s at Quarry (L3).,OP-755
L-001424,2026-05-18T16:15:44+00:00,L3,Junction,ERROR,interlock.fault,Interlock fault at Junction on L3: relay R-131 failed self-test.,OP-675
L-001425,2026-05-18T14:17:30+00:00,L3,Atlas,INFO,train.departure,Train 2173 departed Atlas on L3 at speed 25 km/h.,OP-758
L-001426,2026-05-18T10:20:16+00:00,L1,Beacon,INFO,train.dwell,Train 1718 dwelled 180s at Beacon (L1).,OP-499
L-001427,2026-05-18T17:28:38+00:00,L1,Northpoint,INFO,train.departure,Train 1377 departed Northpoint on L1 at speed 60 km/h.,OP-651
L-001428,2026-05-18T18:16:48+00:00,L1,Quarry,ERROR,trackcircuit.shunt,Track circuit TC-220 on L1 reporting persistent shunt near Quarry.,OP-422
L-001429,2026-05-18T11:56:20+00:00,L3,Crescent,WARN,comms.jitter,Comms jitter to wayside controller WC-20 on L3: 221ms (>120ms).,OP-394
L-001430,2026-05-18T12:20:30+00:00,L1,Pioneer,INFO,train.dwell,Train 2203 dwelled 120s at Pioneer (L1).,OP-276
L-001431,2026-05-18T19:06:18+00:00,L2,Keystone,INFO,train.departure,Train 1138 departed Keystone on L2 at speed 25 km/h.,OP-109
L-001432,2026-05-18T11:09:36+00:00,L1,Dune,WARN,comms.jitter,Comms jitter to wayside controller WC-09 on L1: 82ms (>120ms).,OP-707
L-001433,2026-05-18T11:57:40+00:00,L3,Northpoint,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Northpoint and Atlas, limit 40 km/h.",OP-691
L-001434,2026-05-18T22:43:18+00:00,L3,Rampart,INFO,train.departure,Train 1408 departed Rampart on L3 at speed 25 km/h.,OP-861
L-001435,2026-05-18T17:33:10+00:00,L3,Granite,INFO,train.dwell,Train 1589 dwelled 60s at Granite (L3).,OP-619
L-001436,2026-05-18T09:59:00+00:00,L3,Meridian,INFO,signal.green,Signal SG-3 at Meridian cleared to GREEN for L3.,OP-868
L-001437,2026-05-18T12:22:57+00:00,L1,Quarry,INFO,train.departure,Train 2774 departed Quarry on L1 at speed 15 km/h.,OP-254
L-001438,2026-05-19T08:45:36+00:00,L1,Orchard,INFO,train.dwell,Train 1028 dwelled 45s at Orchard (L1).,OP-640
L-001439,2026-05-18T21:11:17+00:00,L2,Beacon,INFO,signal.green,Signal SG-41 at Beacon cleared to GREEN for L2.,OP-473
L-001440,2026-05-18T11:12:00+00:00,L3,Harbor,INFO,train.dwell,Train 1983 dwelled 90s at Harbor (L3).,OP-218
L-001441,2026-05-18T13:36:24+00:00,L1,Beacon,INFO,train.dwell,Train 2303 dwelled 90s at Beacon (L1).,OP-413
L-001442,2026-05-18T12:48:44+00:00,L3,Junction,INFO,signal.green,Signal SG-60 at Junction cleared to GREEN for L3.,OP-134
L-001443,2026-05-19T00:02:30+00:00,L2,Beacon,INFO,train.departure,Train 2787 departed Beacon on L2 at speed 25 km/h.,OP-833
L-001444,2026-05-18T13:13:32+00:00,L3,Keystone,INFO,train.dwell,Train 1355 dwelled 60s at Keystone (L3).,OP-785
L-001445,2026-05-18T10:49:25+00:00,L1,Northpoint,WARN,comms.jitter,Comms jitter to wayside controller WC-08 on L1: 249ms (>120ms).,OP-184
L-001446,2026-05-18T15:38:54+00:00,L3,Eastgate,WARN,comms.jitter,Comms jitter to wayside controller WC-14 on L3: 189ms (>120ms).,OP-433
L-001447,2026-05-18T18:52:19+00:00,L3,Pioneer,INFO,train.dwell,Train 2028 dwelled 180s at Pioneer (L3).,OP-313
L-001448,2026-05-18T18:52:56+00:00,L3,Beacon,ERROR,axle.counter,"Axle counter AC-77 on L3 discrepancy at Beacon: counted 3, expected 6.",OP-115
L-001449,2026-05-18T14:03:45+00:00,L1,Quarry,INFO,signal.green,Signal SG-20 at Quarry cleared to GREEN for L1.,OP-450
L-001450,2026-05-18T22:07:30+00:00,L3,Dune,INFO,signal.green,Signal SG-4 at Dune cleared to GREEN for L3.,OP-782
L-001451,2026-05-18T10:51:07+00:00,L2,Northpoint,INFO,signal.green,Signal SG-8 at Northpoint cleared to GREEN for L2.,OP-935
L-001452,2026-05-18T12:52:24+00:00,L3,Iris,INFO,train.dwell,Train 2595 dwelled 30s at Iris (L3).,OP-102
L-001453,2026-05-18T16:54:56+00:00,L2,Harbor,CRITICAL,loss.of.shunt,Loss of shunt detected on L2 at TC-249; line forced to manual block working.,OP-299
L-001454,2026-05-18T12:04:40+00:00,L1,Summit,INFO,train.departure,Train 1052 departed Summit on L1 at speed 60 km/h.,OP-893
L-001455,2026-05-18T18:33:00+00:00,L1,Eastgate,INFO,train.dwell,Train 2130 dwelled 90s at Eastgate (L1).,OP-625
L-001456,2026-05-18T10:04:00+00:00,L3,Dune,INFO,train.departure,Train 2439 departed Dune on L3 at speed 80 km/h.,OP-205
L-001457,2026-05-18T11:41:23+00:00,L2,Rampart,INFO,train.dwell,Train 2387 dwelled 180s at Rampart (L2).,OP-328
L-001458,2026-05-18T13:18:54+00:00,L2,Atlas,WARN,doors.held,Doors held open on train 1922 at Atlas for 90s (threshold 45s).,OP-121
L-001459,2026-05-18T11:17:42+00:00,L3,Junction,WARN,doors.held,Doors held open on train 2521 at Junction for 60s (threshold 45s).,OP-227
L-001460,2026-05-18T17:47:20+00:00,L2,Pioneer,INFO,signal.green,Signal SG-20 at Pioneer cleared to GREEN for L2.,OP-940
L-001461,2026-05-19T03:04:36+00:00,L2,Quarry,INFO,train.departure,Train 1056 departed Quarry on L2 at speed 15 km/h.,OP-280
L-001462,2026-05-18T14:33:32+00:00,L2,Falcon,INFO,train.departure,Train 2305 departed Falcon on L2 at speed 60 km/h.,OP-426
L-001463,2026-05-18T16:11:30+00:00,L3,Beacon,INFO,train.dwell,Train 1330 dwelled 60s at Beacon (L3).,OP-919
L-001464,2026-05-18T10:54:48+00:00,L1,Junction,WARN,doors.held,Doors held open on train 1012 at Junction for 30s (threshold 45s).,OP-145
L-001465,2026-05-18T16:12:30+00:00,L3,Pioneer,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Pioneer and Orchard, limit 40 km/h.",OP-639
L-001466,2026-05-18T11:44:14+00:00,L1,Northpoint,INFO,train.departure,Train 1719 departed Northpoint on L1 at speed 80 km/h.,OP-568
L-001467,2026-05-18T13:22:21+00:00,L1,Orchard,INFO,train.dwell,Train 1959 dwelled 60s at Orchard (L1).,OP-564
L-001468,2026-05-18T16:38:28+00:00,L3,Crescent,WARN,comms.jitter,Comms jitter to wayside controller WC-23 on L3: 103ms (>120ms).,OP-529
L-001469,2026-05-18T17:27:57+00:00,L3,Keystone,INFO,train.departure,Train 2505 departed Keystone on L3 at speed 60 km/h.,OP-280
L-001470,2026-05-18T10:56:30+00:00,L1,Falcon,WARN,comms.jitter,Comms jitter to wayside controller WC-18 on L1: 256ms (>120ms).,OP-850
L-001471,2026-05-19T00:50:21+00:00,L2,Orchard,INFO,signal.green,Signal SG-44 at Orchard cleared to GREEN for L2.,OP-347
L-001472,2026-05-18T17:54:08+00:00,L3,Rampart,ERROR,trackcircuit.shunt,Track circuit TC-203 on L3 reporting persistent shunt near Rampart.,OP-705
L-001473,2026-05-18T18:19:15+00:00,L2,Dune,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Dune and Pioneer, limit 25 km/h.",OP-523
L-001474,2026-05-18T18:19:50+00:00,L2,Northpoint,ERROR,axle.counter,"Axle counter AC-73 on L2 discrepancy at Northpoint: counted 7, expected 7.",OP-702
L-001475,2026-05-18T13:00:50+00:00,L1,Beacon,ERROR,interlock.fault,Interlock fault at Beacon on L1: relay R-122 failed self-test.,OP-848
L-001476,2026-05-18T21:49:12+00:00,L3,Junction,INFO,train.dwell,Train 1460 dwelled 60s at Junction (L3).,OP-436
L-001477,2026-05-18T15:29:16+00:00,L3,Summit,INFO,train.dwell,Train 1719 dwelled 30s at Summit (L3).,OP-508
L-001478,2026-05-18T13:26:34+00:00,L1,Orchard,INFO,train.departure,Train 2745 departed Orchard on L1 at speed 15 km/h.,OP-756
L-001479,2026-05-18T10:09:45+00:00,L3,Orchard,INFO,train.departure,Train 2904 departed Orchard on L3 at speed 80 km/h.,OP-361
L-001480,2026-05-19T04:40:00+00:00,L1,Iris,INFO,train.departure,Train 1040 departed Iris on L1 at speed 60 km/h.,OP-646
L-001481,2026-05-18T14:41:46+00:00,L2,Meridian,INFO,train.dwell,Train 2763 dwelled 180s at Meridian (L2).,OP-829
L-001482,2026-05-18T19:13:54+00:00,L3,Dune,INFO,train.dwell,Train 2944 dwelled 120s at Dune (L3).,OP-197
L-001483,2026-05-18T14:42:38+00:00,L3,Quarry,INFO,train.dwell,Train 1046 dwelled 60s at Quarry (L3).,OP-396
L-001484,2026-05-18T10:11:00+00:00,L2,Lantern,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Lantern and Tideway, limit 80 km/h.",OP-377
L-001485,2026-05-19T06:48:45+00:00,L1,Atlas,INFO,signal.green,Signal SG-19 at Atlas cleared to GREEN for L1.,OP-211
L-001486,2026-05-18T11:50:34+00:00,L2,Lantern,INFO,signal.green,Signal SG-41 at Lantern cleared to GREEN for L2.,OP-757
L-001487,2026-05-18T17:37:51+00:00,L3,Junction,ERROR,interlock.fault,Interlock fault at Junction on L3: relay R-180 failed self-test.,OP-930
L-001488,2026-05-18T13:05:36+00:00,L2,Crescent,INFO,train.dwell,Train 1379 dwelled 60s at Crescent (L2).,OP-426
L-001489,2026-05-18T15:34:52+00:00,L1,Meridian,INFO,train.dwell,Train 1795 dwelled 90s at Meridian (L1).,OP-701
L-001490,2026-05-18T19:18:50+00:00,L3,Iris,WARN,comms.jitter,Comms jitter to wayside controller WC-23 on L3: 178ms (>120ms).,OP-239
L-001491,2026-05-18T16:50:21+00:00,L3,Tideway,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Tideway and Rampart, limit 60 km/h.",OP-947
L-001492,2026-05-18T11:27:36+00:00,L2,Lantern,INFO,signal.green,Signal SG-24 at Lantern cleared to GREEN for L2.,OP-600
L-001493,2026-05-18T20:10:27+00:00,L1,Summit,WARN,doors.held,Doors held open on train 2797 at Summit for 90s (threshold 45s).,OP-861
L-001494,2026-05-18T11:53:06+00:00,L2,Atlas,WARN,doors.held,Doors held open on train 1729 at Atlas for 45s (threshold 45s).,OP-557
L-001495,2026-05-18T18:07:10+00:00,L3,Falcon,INFO,train.dwell,Train 2918 dwelled 60s at Falcon (L3).,OP-979
L-001496,2026-05-18T11:03:52+00:00,L3,Granite,WARN,doors.held,Doors held open on train 2417 at Granite for 45s (threshold 45s).,OP-716
L-001497,2026-05-18T11:29:06+00:00,L1,Orchard,INFO,train.dwell,Train 2281 dwelled 30s at Orchard (L1).,OP-980
L-001498,2026-05-18T21:03:38+00:00,L1,Rampart,INFO,signal.green,Signal SG-69 at Rampart cleared to GREEN for L1.,OP-617
L-001499,2026-05-18T11:29:42+00:00,L1,Northpoint,INFO,signal.green,Signal SG-99 at Northpoint cleared to GREEN for L1.,OP-404
L-001500,2026-05-18T13:35:00+00:00,L3,Keystone,INFO,train.departure,Train 1980 departed Keystone on L3 at speed 40 km/h.,OP-863
L-001501,2026-05-19T09:36:11+00:00,L3,Harbor,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Harbor and Iris, limit 80 km/h.",OP-815
L-001502,2026-05-18T11:05:34+00:00,L2,Dune,INFO,train.departure,Train 2408 departed Dune on L2 at speed 80 km/h.,OP-618
L-001503,2026-05-18T11:05:51+00:00,L2,Crescent,INFO,signal.green,Signal SG-39 at Crescent cleared to GREEN for L2.,OP-791
L-001504,2026-05-18T11:56:16+00:00,L3,Meridian,INFO,train.dwell,Train 1721 dwelled 45s at Meridian (L3).,OP-911
L-001505,2026-05-19T05:05:00+00:00,L3,Keystone,INFO,signal.green,Signal SG-28 at Keystone cleared to GREEN for L3.,OP-279
L-001506,2026-05-18T12:22:00+00:00,L1,Lantern,INFO,train.departure,Train 1636 departed Lantern on L1 at speed 25 km/h.,OP-178
L-001507,2026-05-19T06:22:21+00:00,L2,Rampart,INFO,train.dwell,Train 1034 dwelled 45s at Rampart (L2).,OP-186
L-001508,2026-05-18T15:43:44+00:00,L3,Junction,INFO,train.departure,Train 1611 departed Junction on L3 at speed 40 km/h.,OP-737
